Id_Chanson,Id_Chanson_Parent,Titre_Chanson,Annee_Creation_Chanson,Categories_Chanson,Langues_Chanson,Lieux_Origines_Chanson,Autre_Titre_Chanson,Note_Chanson,Relation_Chanson_Autorite,Id_Autorite,Forme_Retenue_Autorite,Forme_Nom_Veritable,Formes_Anciennes,Formes_Non_Retenues,Formes_Autres_Retenues,Type_Autorite,Date_Naissance_Autorite,Date_Deces_Autorite,Lieux_Naissances_Autorite,Lieux_Activites_Autorite,Note_Autorite,Id_Autorites_Membres_Groupes,Id_Autorites_Evolutions,Id_Autorites_Partenariats
221,,"Desert song",1926,"Opéra/Opérette","anglais","","","Chanson originale tirée de l'opérette ""The desert song"" (Le chant du désert).","Interprète",8711,"Lanza, Mario, 1921-1959","Cocozza, Alfredo Arnold, 1921-1959","","","","Physique","1921-01-31","1959-10-07","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Acteur et chanteur (ténor).","","","24653"
221,,"Desert song",1926,"Opéra/Opérette","anglais","","","Chanson originale tirée de l'opérette ""The desert song"" (Le chant du désert).","Interprète",10212,"May, Billy, 1916-2004","May, William E., 1916-2004","","","","Physique","1916-11-10","2004-01-22","États-Unis; Pennsylvanie","États-Unis; Pennsylvanie","Compositeur, arrangeur, trompettiste et chef d'orchestre.","","","21985; 22161"
221,,"Desert song",1926,"Opéra/Opérette","anglais","","","Chanson originale tirée de l'opérette ""The desert song"" (Le chant du désert).","Auteur; Compositeur",13210,"Romberg, Sigmund, 1887-1951","Rosenberg, Siegmund, 1887-1951","","","","Physique","1887-07-29","1951-11-09","Hongrie","États-Unis; New York","Compositeur. Né en Hongrie; émigre dans l'État de New York (États-Unis) en 1909.","","",""
221,,"Desert song",1926,"Opéra/Opérette","anglais","","","Chanson originale tirée de l'opérette ""The desert song"" (Le chant du désert).","Interprète",22166,"Hockridge, Edmund et Bronhill, June (Collaboration)","","","","","Morale","????-??-??","????-??-??","","","","","","2006; 7215"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",1713,"Boone, Pat, 1934-","Boone, Charles Eugene, 1934-","","","","Physique","1934-06-01","????-??-??","États-Unis; Floride","États-Unis; Floride","Acteur et auteur-compositeur-interprète de musique chrétienne, pop, country et rock and roll.","","","20882; 22469"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",7115,"Hétu, Daniel, 1950-2008","","","","","Physique","1950-12-01","2008-01-08","Canada; Québec","Canada; Québec","Auteur-compositeur-interprète, directeur musical et pianiste.","","",""
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",9194,"Lewis, Jerry Lee, 1935-","Lewis, Jerry Lee, 1935-","","Jerry Lee Lewis and his Pumping Piano, 1935-; Killer, 1935-","","Physique","1935-09-29","????-??-??","États-Unis; Louisiane","États-Unis; Louisiane","Auteur-compositeur-interprète et pianiste de rock and roll, country, rockabilly, blues, honky tonk et gospel.","18915","","21196; 21361; 21770; 21938"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",12364,"Presley, Elvis, 1935-1977","Presley, Elvis Aaron, 1935-1977","","","","Physique","1935-01-08","1977-08-16","États-Unis; Mississippi","États-Unis; Mississippi","Acteur et chanteur de rock and roll, pop, rockabilly, country, blues, gospel et rhythm and blues.","17062; 18915","","21196; 21269; 21668; 22311"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Auteur; Compositeur",14632,"Stone, Jesse, 1901-1999","Stone, Jesse, 1901-1999","","Calhoun, Charles E., 1901-1999; Calhoun, Chuck, 1901-1999","","Physique","1901-11-16","1999-04-01","États-Unis; Kansas","États-Unis; Kansas","Auteur-compositeur, pianiste, arrangeur et producteur de disques de rhythm and blues, jazz, rock and roll et de pop.","","",""
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Auteur; Compositeur",15340,"Turner, Big Joe, 1911-1985","Turner, Joseph Vernon, Jr., 1911-1985","","Turner, Lou Willie, 1911-1985","","Physique","1911-05-18","1985-11-24","États-Unis; Missouri","États-Unis; Missouri","Chanteur de jump blues, rock and roll et swing.","","","20423"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",17068,"Blues Brothers (Groupe musical)","","","","","Morale","1978-??-??","????-??-??","États-Unis; New York","États-Unis; New York","Groupe de blues et de soul.","","","21760"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",18428,"James Cotton Blues Band (Groupe musical)","","","James Cotton Band","","Morale","1967-??-??","????-??-??","États-Unis","États-Unis","Groupe de blues.","3511","",""
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",20423,"Big Joe Turner and His Blues Kings (Groupe musical)","","","","","Morale","1954-??-??","1959-??-??","États-Unis","États-Unis","Groupe de blues, rock and roll et soul. Semble être actif entre 1954 et 1959.","","","15340; 17071"
222,,"Flip flop and fly",1955,"","anglais","","Flip, flop and fly / Shake, rattle and roll, flip, flop and fly","","Interprète",20427,"Bill Haley and His Comets (Groupe musical)","","","Bill Haley's Comets","","Morale","1952-??-??","1981-??-??","États-Unis","États-Unis; Pennsylvanie","Groupe de rock and roll, country et rockabilly.","","","6689; 17474"
223,,"Saturday night",1963,"","anglais","","Saturday night in Toledo, Ohio","","Auteur; Compositeur",11373,"Nocni, Un.","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
223,,"Saturday night",1963,"","anglais","","Saturday night in Toledo, Ohio","","Auteur; Compositeur",14393,"Sparks, Randy, 1933-","Sparks, Lloyd A., 1933-","","","","Physique","1933-07-29","????-??-??","États-Unis; Kansas","États-Unis; Kansas","Auteur-compositeur-interprète et musicien de folk et néo folk.","","",""
223,,"Saturday night",1963,"","anglais","","Saturday night in Toledo, Ohio","","Interprète",19039,"New Christy Minstrels (Groupe musical)","","","","","Morale","1961-??-??","????-??-??","États-Unis","États-Unis","Groupe de folk.","","",""
224,,"Bella bambina",1966,"","italien","","","","Auteur; Compositeur; Interprète",10531,"Messina, Rocky","","","","","Physique","????-??-??","????-??-??","Italie","Canada; Québec","Auteur-compositeur-interprète. Né en Italie; émigre au Québec.","","",""
225,,"Candy Candy",1976,"Enfant; Télévision","japonais","","","Générique d'ouverture de la série animée pour enfants ""Candy"". Chanson d'ouverture de la série animée pour enfants "" Candy"".","Auteur; Compositeur",11157,"Nakita, Keigo","","","","","Physique","????-??-??","????-??-??","Japon","Japon","Auteur-compositeur.","","",""
225,,"Candy Candy",1976,"Enfant; Télévision","japonais","","","Générique d'ouverture de la série animée pour enfants ""Candy"". Chanson d'ouverture de la série animée pour enfants "" Candy"".","Auteur; Compositeur",15925,"Watanabe, Takeo","","","","","Physique","????-??-??","????-??-??","Japon","Japon","Auteur-compositeur.","","",""
226,,"Nous nous reverrons un jour ou l'autre",1980,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
226,,"Nous nous reverrons un jour ou l'autre",1980,"","français","","","","Interprète",9020,"Le Luron, Thierry, 1952-1986","","","","","Physique","1952-04-02","1986-11-13","France","France","Humoriste, chanteur et animateur de radio.","","",""
227,,"Ô! Toi la vie",1963,"","français","","Ô toi la vie","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
228,,"Deux mains",1967,"","français","","","","Auteur; Compositeur",12751,"Renard, Jean, 1933-","","","","","Physique","1933-12-04","????-??-??","France","France","Auteur-compositeur.","","",""
228,,"Deux mains",1967,"","français","","","","Auteur; Compositeur",15005,"Thibault, Gilles, 1927-2000","Thibaut, Lucien, 1927-2000","","Thibaut, Gilles, 1927-2000","","Physique","1927-09-21","2000-08-08","France","France","Parolier.","","",""
228,,"Deux mains",1967,"","français","","","","Interprète",15547,"Vartan, Sylvie, 1944-","Vartan, Sylvie George, 1944-","","","","Physique","1944-08-15","????-??-??","Bulgarie","France","Chanteuse. Née en Bulgarie; émigre en France au début des années 1950.","","","20853; 20921; 20977; 21510; 21635; 22007; 22354; 22409; 22412; 22421; 22456"
229,,"On n'a plus quinze ans",1973,"","français","","On n'a plus 15 ans","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
230,,"On ne sait jamais",1956,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
230,,"On ne sait jamais",1956,"","français","","","","Interprète",5600,"François, Jacqueline, 1922-2009","","","","","Physique","1922-01-30","2009-03-07","France","France","Chanteuse de pop.","","","21357"
231,,"On se réveillera",1972,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
231,,"On se réveillera",1972,"","français","","","","Auteur; Compositeur",5896,"Garvarentz, Georges, 1932-1993","Wem, George Diran, 1932-1993","","","","Physique","1932-04-01","1993-03-19","Grèce","France","Compositeur. Né en Grèce; émigre en France en 1942.","","",""
232,,"Le palais de nos chimères",1955,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
233,,"Papa Calypso",1978,"Noël","français","","","","Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
233,,"Papa Calypso",1978,"Noël","français","","","","Auteur; Compositeur",8447,"Kretzmer, Herbert, 1925-","","","","","Physique","1925-10-05","????-??-??","Afrique du Sud","Royaume-Uni; Angleterre","Parolier et journaliste. Né en Afrique du Sud; établi en Angleterre depuis 1954.","","",""
233,,"Papa Calypso",1978,"Noël","français","","","","Auteur; Compositeur",12225,"Plante, Jacques, 1920-2003","","","David, William, 1920-2003; Jeffries, Harold, 1920-2003","","Physique","1920-??-??","2003-07-16","France","France","Parolier.","","",""
234,,"Noël à Paris",1978,"Noël","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
234,,"Noël à Paris",1978,"Noël","français","","","","Auteur; Compositeur",12225,"Plante, Jacques, 1920-2003","","","David, William, 1920-2003; Jeffries, Harold, 1920-2003","","Physique","1920-??-??","2003-07-16","France","France","Parolier.","","",""
234,,"Noël à Paris",1978,"Noël","français","","","","Auteur; Compositeur",14032,"Shipman, Dee","","","","","Physique","????-??-??","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteure-compositrice.","","",""
235,,"Par gourmandise",1976,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
236,,"Parce que",1954,"","français","","","","Auteur; Compositeur; Interprète",669,"Aznavour, Charles, 1924-","Aznavourian, Chahnourh Varinag, 1924-","","","","Physique","1924-05-22","????-??-??","France","France","Auteur-compositeur-interprète.","","","21179; 21481; 21497; 21636; 21699; 21700; 21741; 21742; 21966; 22201; 22202"
236,,"Parce que",1954,"","français","","","","Auteur; Compositeur",15803,"Wagenheim, Gaby, 1918-","","","","","Physique","1918-??-??","????-??-??","France","France","Compositeur, arrangeur et chef d'orchestre.","","",""
237,,"I'll always be there",1993,"","anglais","","","","Auteur; Compositeur",5541,"Foster, David, 1949-","Foster, David Walter, 1949-","","","","Physique","1949-11-01","????-??-??","Canada; Colombie-Britannique","Canada; Colombie-Britannique","Auteur-compositeur-interprète, arrangeur et producteur de disques.","","","21739; 22212"
237,,"I'll always be there",1993,"","anglais","","","","Auteur; Compositeur; Interprète",15766,"Voisine, Roch, 1963-","","","","","Physique","1963-03-26","????-??-??","Canada; Nouveau-Brunswick","Canada; Nouveau-Brunswick","Auteur-compositeur-interprète.","","","20824"
238,,"My love is here",2004,"","anglais","","","","Auteur; Compositeur; Interprète",1957,"Brickman, Jim, 1961-","","","","","Physique","1961-11-20","????-??-??","États-Unis; Ohio","États-Unis; Ohio","Auteur-compositeur et pianiste.","","",""
238,,"My love is here",2004,"","anglais","","","","Auteur; Compositeur",6549,"Grow, David","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur et musicien de pop.","","",""
238,,"My love is here",2004,"","anglais","","","","Auteur; Compositeur; Interprète",15766,"Voisine, Roch, 1963-","","","","","Physique","1963-03-26","????-??-??","Canada; Nouveau-Brunswick","Canada; Nouveau-Brunswick","Auteur-compositeur-interprète.","","","20824"
239,,"Virtual cowboy",2001,"","anglais","","","","Auteur; Compositeur",1784,"Boulding, Helen, 1978-","","","","","Physique","1978-12-01","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Auteure-compositrice-interprète de pop-rock.","","",""
239,,"Virtual cowboy",2001,"","anglais","","","","Auteur; Compositeur",13247,"Rose, Ken","","","Rose-Geibel, Ken","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
239,,"Virtual cowboy",2001,"","anglais","","","","Auteur; Compositeur; Interprète",15766,"Voisine, Roch, 1963-","","","","","Physique","1963-03-26","????-??-??","Canada; Nouveau-Brunswick","Canada; Nouveau-Brunswick","Auteur-compositeur-interprète.","","","20824"
240,,"Closer than skin",2001,"","anglais","","","L'adaptation française a été enregistrée et commercialisée avant la version originale qui fut commercialisée en 2002. L'adaptation française a été commercialisée avant la version originale qui fut commercialisée en 2002.","Auteur; Compositeur",13247,"Rose, Ken","","","Rose-Geibel, Ken","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
240,,"Closer than skin",2001,"","anglais","","","L'adaptation française a été enregistrée et commercialisée avant la version originale qui fut commercialisée en 2002. L'adaptation française a été commercialisée avant la version originale qui fut commercialisée en 2002.","Auteur; Compositeur; Interprète",15766,"Voisine, Roch, 1963-","","","","","Physique","1963-03-26","????-??-??","Canada; Nouveau-Brunswick","Canada; Nouveau-Brunswick","Auteur-compositeur-interprète.","","","20824"
241,,"[Titre inconnu #000241]",,"","anglais","","","","Auteur; Compositeur",15068,"Thomson, Alistair","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
241,,"[Titre inconnu #000241]",,"","anglais","","","","Auteur; Compositeur; Interprète",15766,"Voisine, Roch, 1963-","","","","","Physique","1963-03-26","????-??-??","Canada; Nouveau-Brunswick","Canada; Nouveau-Brunswick","Auteur-compositeur-interprète.","","","20824"
242,,"Bei Der Alten Laterne",,"","allemand","","","","Auteur; Compositeur",1467,"Birk, Lothar","","","","","Physique","????-??-??","????-??-??","Allemagne","Allemagne","Auteur-compositeur.","","",""
242,,"Bei Der Alten Laterne",,"","allemand","","","","Auteur; Compositeur",2404,"Camillo, 1920-2005","Felgen, Camille Jean Nicolas, 1920-2005","","Felgen, Camillo, 1920-2005","Hellmer, Heinz, 1920-2005; Montague, Lee, 1920-2005; Nicolas, Jean, 1920-2005","Physique","1920-11-17","2005-07-16","Luxembourg (pays)","Luxembourg (pays)","Parolier, chanteur, animateur de radio et de télévision. La forme Camillo, 1920-2005 est utilisée pour l'artiste; les autres formes correspondent à son travail de parolier.","","",""
242,,"Bei Der Alten Laterne",,"","allemand","","","","Auteur; Compositeur",7102,"Hertha, Kurt, 1926-2007","","","Herta, Kurt, 1926-2007","Prost, Felix, 1926-2007","Physique","1926-05-02","2007-07-08","Allemagne","Allemagne","Auteur-compositeur.","","",""
243,,"Dreamin'",1960,"","anglais","","Dreaming","","Interprète",2248,"Burnette, Johnny, 1934-1964","Burnette, John Joseph, 1934-1964","","","","Physique","1934-03-25","1964-08-14","États-Unis; Tennessee","États-Unis; Tennessee","Auteur-compositeur-interprète et musicien de rockabilly.","","",""
243,,"Dreamin'",1960,"","anglais","","Dreaming","","Auteur; Compositeur",4317,"De Vorzon, Barry, 1934-","","","","","Physique","1934-07-31","????-??-??","États-Unis; New York","États-Unis; New York","Auteur-compositeur-interprète et producteur.","18499","",""
243,,"Dreamin'",1960,"","anglais","","Dreaming","","Auteur; Compositeur",4939,"Ellis, Ted","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur. Actif durant les années 1960.","","",""
244,,"A travelin' man",1963,"","anglais","","A traveling man","","Auteur; Compositeur",11349,"Nilsson, Harry, 1941-1994","Nilsson, Harry Edward, III, 1941-1994","","Nilsson, 1941-1994","","Physique","1941-06-15","1994-01-15","États-Unis; New York","États-Unis; New York","Auteur-compositeur-interprète de pop baroque, soft rock et de pop psychédélique.","","",""
244,,"A travelin' man",1963,"","anglais","","A traveling man","","Auteur; Compositeur",15349,"Turner, Scott, 1932-2009","Turnbull, Graham, 1932-2009","","Turner, Scotty, 1932-2009","","Physique","1932-??-??","2009-02-09","Canada; Nouvelle-Écosse","États-Unis","Compositeur, musicien et producteur de disques. Né en Nouvelle-Écosse; émigre aux États-Unis en 1955.","","",""
244,,"A travelin' man",1963,"","anglais","","A traveling man","","Interprète",19039,"New Christy Minstrels (Groupe musical)","","","","","Morale","1961-??-??","????-??-??","États-Unis","États-Unis","Groupe de folk.","","",""
245,,"Le déserteur",1954,"","français","","","La première diffusion de la version originale de la chanson le fut par voie radiophonique, en 1954, par Marcel Mouloudji. La chanson fut interdite en France pendant la guerre d'Indochine.","Interprète",11033,"Mouloudji, Marcel, 1922-1994","Mouloudji, Marcel André, 1922-1994","","","","Physique","1922-09-16","1994-06-14","France","France","Acteur, compositeur et chanteur","","",""
245,,"Le déserteur",1954,"","français","","","La première diffusion de la version originale de la chanson le fut par voie radiophonique, en 1954, par Marcel Mouloudji. La chanson fut interdite en France pendant la guerre d'Indochine.","Interprète",13161,"Roger, Jen, 1928-","Marcotte, Roger, 1928-","","","","Physique","1928-06-24","????-??-??","Canada; Québec","Canada; Québec","Auteur-compositeur-interprète et animateur.","","","20956; 24041"
245,,"Le déserteur",1954,"","français","","","La première diffusion de la version originale de la chanson le fut par voie radiophonique, en 1954, par Marcel Mouloudji. La chanson fut interdite en France pendant la guerre d'Indochine.","Auteur; Compositeur; Interprète",15656,"Vian, Boris, 1920-1959","","","Bison Ravi, 1920-1959; Blackshick, Andy, 1920-1959; Clarke, Xavier, 1920-1959; Culape, S., 1920-1959; Damour, Aimé, 1920-1959; Delaroche, Michel, 1920-1959; Du Beausset, Joëlle, 1920-1959; Dunoyer, Gérard, 1920-1959; Dupont, Jules, 1920-1959; Duravi, Bison, 1920-1959; Fanaton, 1920-1959; Hachebuisson, Hugo, 1920-1959; Hanvélo, Zéphirin, 1920-1959; Hirondelle, Onuphre, 1920-1959; Lambineuse, Amélie de, 1920-1959; Legrillon, Odile, 1920-1959; Link, Otto, 1920-1959; Mauve, Gédéon, 1920-1959; Minoux, Eugène, 1920-1959; Molle, Gédéon, 1920-1959; Pignerole, Josèfe, 1920-1959; Schmürz, Adolphe, 1920-1959; Sincrazi, Lydio, 1920-1959; Sullivan, Vernon, 1920-1959; Tof de Raspail, Anna, 1920-1959; Tof, Anna, 1920-1959; Varnier, Claude, 1920-1959; Viana, Boriso, 1920-1959","","Physique","1920-03-10","1959-06-23","France","France","Auteur-compositeur-interprète, journaliste, romancier et acteur.","","","21372"
246,,"Wrong to let you go",1999,"","anglais","","","","Auteur; Compositeur",6852,"Harrison, Ken","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
246,,"Wrong to let you go",1999,"","anglais","","","","Interprète",20322,"Wild Strawberries (Groupe musical)","","","","","Morale","1989-??-??","????-??-??","Canada; Ontario","Canada; Ontario","Groupe de pop.","","","20796"
247,,"Berceuse",1919,"","instrumental","Australie","","","Compositeur; Interprète",3182,"Clutsam, George H., 1866-1951","Clutsam, George Howard, 1866-1951","","","","Physique","1866-09-26","1951-11-17","Australie","Australie","Pianiste, compositeur et écrivain.","","",""
248,,"[Titre inconnu #000248]",,"","","","","Il est difficile de déterminer quels sont les auteurs-compositeurs de la version originale et ceux de l'adaptation.","Auteur; Compositeur",2373,"Callaghan (Auteur-compositeur)","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
248,,"[Titre inconnu #000248]",,"","","","","Il est difficile de déterminer quels sont les auteurs-compositeurs de la version originale et ceux de l'adaptation.","Auteur; Compositeur",6879,"Hartkand (Auteur-compositeur)","","","","","Physique","????-??-??","????-??-??","","","Auteur-compositeur.","","",""
249,,"Once a day",1964,"","anglais","","","","Auteur; Compositeur; Interprète",336,"Anderson, Bill, 1937-","Anderson, James William, III, 1937-","","","","Physique","1937-11-01","????-??-??","États-Unis; Caroline du Sud","États-Unis; Caroline du Sud","Chanteur country.","","","21705"
249,,"Once a day",1964,"","anglais","","","","Interprète",346,"Anderson, Lynn, 1947-","Anderson, Lynn Rene, 1947-","","","","Physique","1947-09-26","????-??-??","États-Unis; Dakota du Nord","États-Unis; Dakota du Nord","Chanteuse country.","","",""
249,,"Once a day",1964,"","anglais","","","","Interprète",7366,"Houston, David, 1938-1993","Houston, Charles David, 1938-1993","","","","Physique","1938-12-09","1993-11-30","États-Unis; Louisiane","États-Unis; Louisiane","Chanteur de country.","","","22395"
249,,"Once a day",1964,"","anglais","","","","Interprète",9427,"Lopez, Trini, 1937-","Lopez, Trinidad, III, 1937-","","","","Physique","1937-05-15","????-??-??","États-Unis; Texas","États-Unis; Texas","Acteur, chanteur et guitariste.","","","22046"
249,,"Once a day",1964,"","anglais","","","","Interprète",10029,"Martin, Dean, 1917-1995","Crocetti, Dino Paul, 1917-1995","","Dino, 1917-1995; Martini, Dino, 1917-1995; The King of Cool, 1917-1995","","Physique","1917-06-07","1995-12-25","États-Unis; Ohio","États-Unis; Ohio","Acteur, chanteur et musicien de big band, pop, country, jazz, swing et rock and roll.","","","21032; 21591; 22292"
249,,"Once a day",1964,"","anglais","","","","Interprète",10983,"Morrison, Van, 1945-","Morrison, George Ivan, 1945-","","Belfast Cowboy, 1945-; Van Morrison, 1945-; Van the Man, 1945-","","Physique","1945-08-31","????-??-??","Royaume-Uni; Irlande du Nord","Royaume-Uni; Irlande du Nord","Auteur-compositeur-interprète et musicien de rock, blues, rhythm and blues, folk, blue-eyed soul, celtique, rock and roll, jazz fusion, country et soft rock.","","","20850; 21844"
249,,"Once a day",1964,"","anglais","","","","Interprète",14253,"Smith, Connie, 1941-","Meador, Constance June, 1941-","","","","Physique","1941-08-14","????-??-??","États-Unis; Indiana","États-Unis; Indiana","Auteure-compositrice-interprète de country et de gospel.","","","20869"
249,,"Once a day",1964,"","anglais","","","","Interprète",18518,"Jordanaires (Groupe musical)","","","","","Morale","1948-??-??","????-??-??","États-Unis; Missouri","États-Unis; Missouri","Groupe de gospel, country, rock and roll et folk.","","","20804; 21269; 21732"
249,,"Once a day",1964,"","anglais","","","","Interprète",20120,"Triffids (Groupe musical)","","","","","Morale","1978-??-??","1989-??-??","Australie","Australie","Groupe de rock, alternatif, folk rock et country.","","",""
250,,"A little faith, a little hope",1967,"","anglais","","","","Auteur; Compositeur",7347,"Horton, Sampson","","","","","Physique","????-??-??","????-??-??","États-Unis","États-Unis","Auteur-compositeur.","","",""
250,,"A little faith, a little hope",1967,"","anglais","","","","Auteur; Compositeur",10282,"McCoy, Rose Marie, 1922-","","","MacCoy, Rose Marie, 1922-","","Physique","1922-04-19","????-??-??","États-Unis; Arkansas","États-Unis; Arkansas","Auteure-compositrice.","","",""
250,,"A little faith, a little hope",1967,"","anglais","","","","Auteur; Compositeur",14165,"Singleton, Charles, 1913-1985","","","Singleton, Charlie Hoss, 1913-1985","","Physique","1913-??-??","1985-??-??","États-Unis; Floride","États-Unis; Floride","Auteur-compositeur de pop.","","",""
251,,"Are you from Dixie ? (Cause I'm from Dixie too)",1915,"","anglais","","","","Auteur; Compositeur",3188,"Cobb, Georges L., 1886-1942","Cobb, George Linus, 1886-1942","","Cobb, Georges, 1886-1942","","Physique","1886-08-31","1942-12-25","États-Unis; New York","États-Unis; New York","Compositeur de ragtime.","","",""
251,,"Are you from Dixie ? (Cause I'm from Dixie too)",1915,"","anglais","","","","Interprète",5392,"Fisher, Shug, 1907-1984","Fisher, George Clinton, Jr., 1907-1984","","","","Physique","1907-09-26","1984-03-16","États-Unis; Oklahoma","États-Unis; Oklahoma","Acteur et auteur-compositeur-interprète.","","",""
251,,"Are you from Dixie ? (Cause I'm from Dixie too)",1915,"","anglais","","","","Interprète",11787,"Paris, Wilbur de, 1900-1973","","","De Paris, Wilbur, 1900-1973","","Physique","1900-01-11","1973-01-03","États-Unis; Indiana","États-Unis; Indiana","Tromboniste de jazz.","","",""
251,,"Are you from Dixie ? (Cause I'm from Dixie too)",1915,"","anglais","","","","Auteur; Compositeur",16517,"Yellen, Jack, 1892-1991","Yellen, Jack Selig, 1892-1991","","","","Physique","1892-07-06","1991-04-17","Pologne","États-Unis; New York","Parolier et scénariste né en Pologne; émigre aux États-Unis à l'âge de 5 ans.","","",""
251,,"Are you from Dixie ? (Cause I'm from Dixie too)",1915,"","anglais","","","","Interprète",17072,"Blue Sky Boys (Duo musical)","","","","","Morale","1936-??-??","1975-??-??","États-Unis; Caroline du Nord","États-Unis; Caroline du Nord","Duo de country. L'année de fin d'activité est incertaine.","1652; 1653","",""
251,,"Are you from Dixie ? (Cause I'm from Dixie too)",1915,"","anglais","","","","Interprète",20233,"Victor Military Band (Groupe musical)","","","","","Morale","1914-??-??","1919-??-??","États-Unis","États-Unis","Orchestre de musique classique et de jazz. Les dates d'activité sont incertaines.","","",""
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",3108,"Clark, Petula, 1932-","Clark, Petula Sally Olwen, 1932-","","Grant, Al, 1932-","","Physique","1932-11-15","????-??-??","Royaume-Uni; Angleterre","Royaume-Uni; Angleterre","Chanteuse, compositrice pop et actrice.","","",""
252,,"Cerisier rose et pommier blanc",1950,"","français","","Cerisiers roses et pommiers blancs","","Interprète",3130,"Claveau, André, 1911-2003","","","","","Physique","1911-12-29","2003-07-04","France","France","Chanteur d'opérette (baryton) et de pop.","","","21876"
